pair_id,model_a,model_b,method,method_label,evaluation_count,maximum_evaluations,a_to_b,b_to_a,mean_n_train,mean_n_test,aggregation_bi,aggregation_bi_sd,market_bi,market_bi_sd,aggregation_minus_market_bi,beats_market,beat_market_share,diversity_prediction_diversity,diversity_adjusted_pog,diversity_high_loss_diversity,diversity_adjusted_loss_diversity
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Grok-4-1-Fast-Reasoning (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Grok-4-1-Fast-Reasoning (zero shot with freeze values),simple_mean,Simple Mean,18,20,"{'count': 8, 'aggregation_bi': 80.81070540596853, 'market_bi': 80.78477644678297, 'aggregation_minus_market_bi': 0.02592895918556337, 'beat_market_share': 0.625}","{'count': 10, 'aggregation_bi': 80.21029282752474, 'market_bi': 80.93592887060501, 'aggregation_minus_market_bi': -0.7256360430802715, 'beat_market_share': 0.0}",80.44444444444444,81.55555555555556,80.47714286238865,0.9107161255641759,80.868750015573,0.7684077530020008,-0.3916071531843528,False,0.2777777777777778,0.054861453201044935,0.0003694267416116188,-48.6025641025641,-0.716123737025708
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Grok-4-Fast-Reasoning (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Grok-4-Fast-Reasoning (zero shot with freeze values),ec_w0_56,EC · w = 0.56,18,20,"{'count': 8, 'aggregation_bi': 81.49185935287477, 'market_bi': 80.95113707691175, 'aggregation_minus_market_bi': 0.5407222759630201, 'beat_market_share': 0.875}","{'count': 10, 'aggregation_bi': 81.04861358119211, 'market_bi': 81.38177430369318, 'aggregation_minus_market_bi': -0.3331607225010629, 'beat_market_share': 0.1}",143.33333333333334,143.66666666666666,81.24561170193996,0.660989255046767,81.19037998067921,0.4593617577841781,0.055231721260753375,True,0.4444444444444444,0.04278831923858665,0.0010011715336954716,-87.4871794871795,-0.5706979013080619
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Grok-4-Fast-Reasoning (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Grok-4-Fast-Reasoning (zero shot with freeze values),log_odds_mean,Log-odds Mean,18,20,"{'count': 8, 'aggregation_bi': 81.28192631170225, 'market_bi': 80.95113707691175, 'aggregation_minus_market_bi': 0.33078923479050104, 'beat_market_share': 0.875}","{'count': 10, 'aggregation_bi': 80.8422442695443, 'market_bi': 81.38177430369318, 'aggregation_minus_market_bi': -0.539530034148882, 'beat_market_share': 0.0}",143.33333333333334,143.66666666666666,81.03765851050338,0.6154174005937897,81.19037998067921,0.4593617577841781,-0.15272147017583393,False,0.3888888888888889,0.04278831923858665,0.0010011715336954716,-87.4871794871795,-0.5706979013080619
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Grok-4-Fast-Reasoning (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Grok-4-Fast-Reasoning (zero shot with freeze values),piecewise_odds,Piecewise Odds,18,20,"{'count': 8, 'aggregation_bi': 81.52506694597822, 'market_bi': 80.95113707691175, 'aggregation_minus_market_bi': 0.5739298690664754, 'beat_market_share': 0.875}","{'count': 10, 'aggregation_bi': 81.1883811462596, 'market_bi': 81.38177430369318, 'aggregation_minus_market_bi': -0.19339315743357588, 'beat_market_share': 0.3}",143.33333333333334,143.66666666666666,81.33801927946789,0.7111667649210063,81.19037998067921,0.4593617577841781,0.14763929878867543,True,0.5555555555555556,0.04278831923858665,0.0010011715336954716,-87.4871794871795,-0.5706979013080619
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Grok-4-Fast-Reasoning (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Grok-4-Fast-Reasoning (zero shot with freeze values),simple_mean,Simple Mean,18,20,"{'count': 8, 'aggregation_bi': 81.23283652109757, 'market_bi': 80.95113707691175, 'aggregation_minus_market_bi': 0.2816994441858185, 'beat_market_share': 0.875}","{'count': 10, 'aggregation_bi': 81.06229416281148, 'market_bi': 81.38177430369318, 'aggregation_minus_market_bi': -0.3194801408816943, 'beat_market_share': 0.0}",143.33333333333334,143.66666666666666,81.13809076649419,0.5389109760516536,81.19037998067921,0.4593617577841781,-0.052289214185023525,False,0.3888888888888889,0.04278831923858665,0.0010011715336954716,-87.4871794871795,-0.5706979013080619
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Grok-beta (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Grok-beta (zero shot with freeze values),ec_w0_56,EC · w = 0.56,17,20,"{'count': 8, 'aggregation_bi': 74.87392383246437, 'market_bi': 74.67709653366748, 'aggregation_minus_market_bi': 0.1968272987968902, 'beat_market_share': 0.875}","{'count': 9, 'aggregation_bi': 73.98986151845438, 'market_bi': 74.32386722737971, 'aggregation_minus_market_bi': -0.3340057089253321, 'beat_market_share': 0.1111111111111111}",59.411764705882355,59.588235294117645,74.40589084269438,0.666812241966361,74.49009278327983,0.4376687537950936,-0.0842019405854586,False,0.47058823529411764,0.013442034595600175,0.0009863724833257554,,-0.8964998677714032
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Grok-beta (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Grok-beta (zero shot with freeze values),log_odds_mean,Log-odds Mean,17,20,"{'count': 8, 'aggregation_bi': 74.63243234962667, 'market_bi': 74.67709653366748, 'aggregation_minus_market_bi': -0.04466418404081196, 'beat_market_share': 0.375}","{'count': 9, 'aggregation_bi': 73.88282498191452, 'market_bi': 74.32386722737971, 'aggregation_minus_market_bi': -0.44104224546518367, 'beat_market_share': 0.0}",59.411764705882355,59.588235294117645,74.23558139024965,0.568561787230926,74.49009278327983,0.4376687537950936,-0.2545113930301852,False,0.17647058823529413,0.013442034595600175,0.0009863724833257554,,-0.8964998677714032
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Grok-beta (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Grok-beta (zero shot with freeze values),piecewise_odds,Piecewise Odds,17,20,"{'count': 8, 'aggregation_bi': 75.29238657054486, 'market_bi': 74.67709653366748, 'aggregation_minus_market_bi': 0.6152900368773828, 'beat_market_share': 1.0}","{'count': 9, 'aggregation_bi': 74.38245289692274, 'market_bi': 74.32386722737971, 'aggregation_minus_market_bi': 0.058585669543035124, 'beat_market_share': 0.6666666666666666}",59.411764705882355,59.588235294117645,74.81065697862726,0.7176178838121706,74.49009278327983,0.4376687537950936,0.32056419534742986,True,0.8235294117647058,0.013442034595600175,0.0009863724833257554,,-0.8964998677714032
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Grok-beta (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Grok-beta (zero shot with freeze values),simple_mean,Simple Mean,17,20,"{'count': 8, 'aggregation_bi': 74.61585261202451, 'market_bi': 74.67709653366748, 'aggregation_minus_market_bi': -0.06124392164296921, 'beat_market_share': 0.375}","{'count': 9, 'aggregation_bi': 73.87891900856125, 'market_bi': 74.32386722737971, 'aggregation_minus_market_bi': -0.44494821881845326, 'beat_market_share': 0.0}",59.411764705882355,59.588235294117645,74.22571129254396,0.5630688040948811,74.49009278327983,0.4376687537950936,-0.2643814907358717,False,0.17647058823529413,0.013442034595600175,0.0009863724833257554,,-0.8964998677714032
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Kimi-K2-Instruct (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Kimi-K2-Instruct (zero shot with freeze values),ec_w0_56,EC · w = 0.56,11,20,"{'count': 6, 'aggregation_bi': 80.9136781378758, 'market_bi': 81.14467454594823, 'aggregation_minus_market_bi': -0.2309964080724285, 'beat_market_share': 0.3333333333333333}","{'count': 5, 'aggregation_bi': 81.50275234868761, 'market_bi': 82.20118638841014, 'aggregation_minus_market_bi': -0.6984340397225282, 'beat_market_share': 0.2}",60.63636363636363,62.36363636363637,81.18143914279027,1.031494122507648,81.62490720161273,0.7516803637707984,-0.4434680588224609,False,0.2727272727272727,0.06776524394353685,0.0061763622909856925,,-0.21577246717620052
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Kimi-K2-Instruct (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Kimi-K2-Instruct (zero shot with freeze values),log_odds_mean,Log-odds Mean,11,20,"{'count': 6, 'aggregation_bi': 80.63706836965171, 'market_bi': 81.14467454594823, 'aggregation_minus_market_bi': -0.5076061762965196, 'beat_market_share': 0.3333333333333333}","{'count': 5, 'aggregation_bi': 81.09774617219114, 'market_bi': 82.20118638841014, 'aggregation_minus_market_bi': -1.1034402162189991, 'beat_market_share': 0.2}",60.63636363636363,62.36363636363637,80.846467370806,0.9274481548882656,81.62490720161273,0.7516803637707984,-0.7784398308067324,False,0.2727272727272727,0.06776524394353685,0.0061763622909856925,,-0.21577246717620052
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Kimi-K2-Instruct (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Kimi-K2-Instruct (zero shot with freeze values),piecewise_odds,Piecewise Odds,11,20,"{'count': 6, 'aggregation_bi': 80.95544108772056, 'market_bi': 81.14467454594823, 'aggregation_minus_market_bi': -0.189233458227676, 'beat_market_share': 0.3333333333333333}","{'count': 5, 'aggregation_bi': 81.86946605469204, 'market_bi': 82.20118638841014, 'aggregation_minus_market_bi': -0.3317203337180956, 'beat_market_share': 0.2}",60.63636363636363,62.36363636363637,81.37090698179851,1.0665869137996062,81.62490720161273,0.7516803637707984,-0.25400021981421617,False,0.2727272727272727,0.06776524394353685,0.0061763622909856925,,-0.21577246717620052
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Kimi-K2-Instruct (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Kimi-K2-Instruct (zero shot with freeze values),simple_mean,Simple Mean,11,20,"{'count': 6, 'aggregation_bi': 80.78777034694765, 'market_bi': 81.14467454594823, 'aggregation_minus_market_bi': -0.35690419900058146, 'beat_market_share': 0.16666666666666666}","{'count': 5, 'aggregation_bi': 81.36857405168371, 'market_bi': 82.20118638841014, 'aggregation_minus_market_bi': -0.8326123367264273, 'beat_market_share': 0.2}",60.63636363636363,62.36363636363637,81.05177203091858,0.7976100332797549,81.62490720161273,0.7516803637707984,-0.5731351706941439,False,0.18181818181818182,0.06776524394353685,0.0061763622909856925,,-0.21577246717620052
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Kimi-K2-Instruct-0905 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Kimi-K2-Instruct-0905 (zero shot with freeze values),ec_w0_56,EC · w = 0.56,8,20,"{'count': 4, 'aggregation_bi': 80.79830101149386, 'market_bi': 80.94798924740772, 'aggregation_minus_market_bi': -0.14968823591385672, 'beat_market_share': 0.25}","{'count': 4, 'aggregation_bi': 80.18021216561104, 'market_bi': 81.42059307665811, 'aggregation_minus_market_bi': -1.240380911047069, 'beat_market_share': 0.0}",140.5,144.5,80.48925658855245,0.6848022634654636,81.1842911620329,0.45529805964432524,-0.6950345734804557,False,0.125,0.05031487855212037,0.0027411081102323414,-33.083333333333336,-0.5276820451885317
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Kimi-K2-Instruct-0905 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Kimi-K2-Instruct-0905 (zero shot with freeze values),log_odds_mean,Log-odds Mean,8,20,"{'count': 4, 'aggregation_bi': 80.61799451885602, 'market_bi': 80.94798924740772, 'aggregation_minus_market_bi': -0.3299947285516964, 'beat_market_share': 0.0}","{'count': 4, 'aggregation_bi': 80.00601473287061, 'market_bi': 81.42059307665811, 'aggregation_minus_market_bi': -1.4145783437874968, 'beat_market_share': 0.0}",140.5,144.5,80.31200462586331,0.6370008006865284,81.1842911620329,0.45529805964432524,-0.8722865361695966,False,0.0,0.05031487855212037,0.0027411081102323414,-33.083333333333336,-0.5276820451885317
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Kimi-K2-Instruct-0905 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Kimi-K2-Instruct-0905 (zero shot with freeze values),piecewise_odds,Piecewise Odds,8,20,"{'count': 4, 'aggregation_bi': 80.9523148082394, 'market_bi': 80.94798924740772, 'aggregation_minus_market_bi': 0.0043255608316741245, 'beat_market_share': 0.5}","{'count': 4, 'aggregation_bi': 80.3964520462612, 'market_bi': 81.42059307665811, 'aggregation_minus_market_bi': -1.0241410303969047, 'beat_market_share': 0.0}",140.5,144.5,80.67438342725029,0.7358304482984185,81.1842911620329,0.45529805964432524,-0.5099077347826153,False,0.25,0.05031487855212037,0.0027411081102323414,-33.083333333333336,-0.5276820451885317
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Kimi-K2-Instruct-0905 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Kimi-K2-Instruct-0905 (zero shot with freeze values),simple_mean,Simple Mean,8,20,"{'count': 4, 'aggregation_bi': 80.754675072564, 'market_bi': 80.94798924740772, 'aggregation_minus_market_bi': -0.19331417484372082, 'beat_market_share': 0.5}","{'count': 4, 'aggregation_bi': 80.38086328525836, 'market_bi': 81.42059307665811, 'aggregation_minus_market_bi': -1.0397297913997505, 'beat_market_share': 0.0}",140.5,144.5,80.56776917891118,0.5601791649760064,81.1842911620329,0.45529805964432524,-0.6165219831217286,False,0.25,0.05031487855212037,0.0027411081102323414,-33.083333333333336,-0.5276820451885317
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Llama-3.3-70B-Instruct-Turbo (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Llama-3.3-70B-Instruct-Turbo (zero shot with freeze values),ec_w0_56,EC · w = 0.56,4,20,"{'count': 3, 'aggregation_bi': 72.99136270808094, 'market_bi': 73.31399415483725, 'aggregation_minus_market_bi': -0.3226314467563043, 'beat_market_share': 0.0}","{'count': 1, 'aggregation_bi': 73.19509111683537, 'market_bi': 73.26916815864418, 'aggregation_minus_market_bi': -0.07407704180880614, 'beat_market_share': 0.0}",205.25,217.75,73.04229481026955,0.17833646515359586,73.30278765578899,0.17238960474057713,-0.26049284551943686,False,0.0,0.09030356742191964,0.002920480577022034,-55.25,-0.392635237284684
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Llama-3.3-70B-Instruct-Turbo (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Llama-3.3-70B-Instruct-Turbo (zero shot with freeze values),log_odds_mean,Log-odds Mean,4,20,"{'count': 3, 'aggregation_bi': 72.84001113066445, 'market_bi': 73.31399415483725, 'aggregation_minus_market_bi': -0.4739830241727958, 'beat_market_share': 0.0}","{'count': 1, 'aggregation_bi': 72.91997422799055, 'market_bi': 73.26916815864418, 'aggregation_minus_market_bi': -0.3491939306536267, 'beat_market_share': 0.0}",205.25,217.75,72.86000190499598,0.1631929924443365,73.30278765578899,0.17238960474057713,-0.4427857507930071,False,0.0,0.09030356742191964,0.002920480577022034,-55.25,-0.392635237284684
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Llama-3.3-70B-Instruct-Turbo (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Llama-3.3-70B-Instruct-Turbo (zero shot with freeze values),piecewise_odds,Piecewise Odds,4,20,"{'count': 3, 'aggregation_bi': 72.90018303013501, 'market_bi': 73.31399415483725, 'aggregation_minus_market_bi': -0.41381112470223513, 'beat_market_share': 0.0}","{'count': 1, 'aggregation_bi': 73.25930717546323, 'market_bi': 73.26916815864418, 'aggregation_minus_market_bi': -0.00986098318094264, 'beat_market_share': 0.0}",205.25,217.75,72.98996406646707,0.2169314885600367,73.30278765578899,0.17238960474057713,-0.31282358932192267,False,0.0,0.09030356742191964,0.002920480577022034,-55.25,-0.392635237284684
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Llama-3.3-70B-Instruct-Turbo (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Llama-3.3-70B-Instruct-Turbo (zero shot with freeze values),simple_mean,Simple Mean,4,20,"{'count': 3, 'aggregation_bi': 72.87938462367872, 'market_bi': 73.31399415483725, 'aggregation_minus_market_bi': -0.43460953115852874, 'beat_market_share': 0.0}","{'count': 1, 'aggregation_bi': 72.84518725309472, 'market_bi': 73.26916815864418, 'aggregation_minus_market_bi': -0.4239809055494561, 'beat_market_share': 0.0}",205.25,217.75,72.87083528103273,0.16031066215323564,73.30278765578899,0.17238960474057713,-0.43195237475626413,False,0.0,0.09030356742191964,0.002920480577022034,-55.25,-0.392635237284684
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × O3-2025-04-16 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),O3-2025-04-16 (zero shot with freeze values),ec_w0_56,EC · w = 0.56,18,20,"{'count': 8, 'aggregation_bi': 79.39190442724154, 'market_bi': 78.90966421131765, 'aggregation_minus_market_bi': 0.48224021592389477, 'beat_market_share': 1.0}","{'count': 10, 'aggregation_bi': 78.91835845681167, 'market_bi': 79.3989695364319, 'aggregation_minus_market_bi': -0.48061107962023186, 'beat_market_share': 0.1}",174.11111111111111,175.88888888888889,79.12882333255828,0.512817804035434,79.1815005030478,0.446879926388821,-0.05267717048951681,False,0.5,0.08007971693881474,0.00473999641391496,-37.97393162393162,-0.4478401844038762
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × O3-2025-04-16 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),O3-2025-04-16 (zero shot with freeze values),log_odds_mean,Log-odds Mean,18,20,"{'count': 8, 'aggregation_bi': 79.23814289854572, 'market_bi': 78.90966421131765, 'aggregation_minus_market_bi': 0.3284786872280705, 'beat_market_share': 1.0}","{'count': 10, 'aggregation_bi': 78.74072277154268, 'market_bi': 79.3989695364319, 'aggregation_minus_market_bi': -0.6582467648892276, 'beat_market_share': 0.0}",174.11111111111111,175.88888888888889,78.96179838354402,0.5018793852033544,79.1815005030478,0.446879926388821,-0.21970211950377916,False,0.4444444444444444,0.08007971693881474,0.00473999641391496,-37.97393162393162,-0.4478401844038762
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × O3-2025-04-16 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),O3-2025-04-16 (zero shot with freeze values),piecewise_odds,Piecewise Odds,18,20,"{'count': 8, 'aggregation_bi': 79.41918271198783, 'market_bi': 78.90966421131765, 'aggregation_minus_market_bi': 0.5095185006701826, 'beat_market_share': 1.0}","{'count': 10, 'aggregation_bi': 79.01009833482257, 'market_bi': 79.3989695364319, 'aggregation_minus_market_bi': -0.38887120160933364, 'beat_market_share': 0.1}",174.11111111111111,175.88888888888889,79.19191361356269,0.4805115432183522,79.1815005030478,0.446879926388821,0.010413110514889468,True,0.5,0.08007971693881474,0.00473999641391496,-37.97393162393162,-0.4478401844038762
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × O3-2025-04-16 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),O3-2025-04-16 (zero shot with freeze values),simple_mean,Simple Mean,18,20,"{'count': 8, 'aggregation_bi': 79.16693020809697, 'market_bi': 78.90966421131765, 'aggregation_minus_market_bi': 0.25726599677932427, 'beat_market_share': 0.75}","{'count': 10, 'aggregation_bi': 78.87641836726151, 'market_bi': 79.3989695364319, 'aggregation_minus_market_bi': -0.5225511691703986, 'beat_market_share': 0.0}",174.11111111111111,175.88888888888889,79.00553474096617,0.4648443417809553,79.1815005030478,0.446879926388821,-0.17596576208163128,False,0.3333333333333333,0.08007971693881474,0.00473999641391496,-37.97393162393162,-0.4478401844038762
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × O3-Mini-2025-01-31 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),O3-Mini-2025-01-31 (zero shot with freeze values),ec_w0_56,EC · w = 0.56,17,20,"{'count': 8, 'aggregation_bi': 74.21061510243246, 'market_bi': 74.02054924702705, 'aggregation_minus_market_bi': 0.19006585540540755, 'beat_market_share': 1.0}","{'count': 9, 'aggregation_bi': 73.83909147140814, 'market_bi': 73.86189693729423, 'aggregation_minus_market_bi': -0.022805465886094112, 'beat_market_share': 0.4444444444444444}",119.6470588235294,123.3529411764706,74.01392612130194,0.3806229755829293,73.93655684775673,0.3107002822455092,0.07736927354520162,True,0.7058823529411765,0.06878568659941559,0.00182697622819297,-78.18518518518519,-0.6601584553327444
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × O3-Mini-2025-01-31 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),O3-Mini-2025-01-31 (zero shot with freeze values),log_odds_mean,Log-odds Mean,17,20,"{'count': 8, 'aggregation_bi': 74.019119536638, 'market_bi': 74.02054924702705, 'aggregation_minus_market_bi': -0.0014297103890470453, 'beat_market_share': 0.375}","{'count': 9, 'aggregation_bi': 73.67014281082456, 'market_bi': 73.86189693729423, 'aggregation_minus_market_bi': -0.19175412646967516, 'beat_market_share': 0.0}",119.6470588235294,123.3529411764706,73.83436715238383,0.35389844963776607,73.93655684775673,0.3107002822455092,-0.10218969537289979,False,0.17647058823529413,0.06878568659941559,0.00182697622819297,-78.18518518518519,-0.6601584553327444
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × O3-Mini-2025-01-31 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),O3-Mini-2025-01-31 (zero shot with freeze values),piecewise_odds,Piecewise Odds,17,20,"{'count': 8, 'aggregation_bi': 74.30407033502235, 'market_bi': 74.02054924702705, 'aggregation_minus_market_bi': 0.28352108799529674, 'beat_market_share': 0.75}","{'count': 9, 'aggregation_bi': 73.94679087977006, 'market_bi': 73.86189693729423, 'aggregation_minus_market_bi': 0.08489394247582993, 'beat_market_share': 0.6666666666666666}",119.6470588235294,123.3529411764706,74.11492238812409,0.46542088200913484,73.93655684775673,0.3107002822455092,0.17836554036735208,True,0.7058823529411765,0.06878568659941559,0.00182697622819297,-78.18518518518519,-0.6601584553327444
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × O3-Mini-2025-01-31 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),O3-Mini-2025-01-31 (zero shot with freeze values),simple_mean,Simple Mean,17,20,"{'count': 8, 'aggregation_bi': 73.919045916431, 'market_bi': 74.02054924702705, 'aggregation_minus_market_bi': -0.10150333059604577, 'beat_market_share': 0.25}","{'count': 9, 'aggregation_bi': 73.50977638338668, 'market_bi': 73.86189693729423, 'aggregation_minus_market_bi': -0.3521205539075538, 'beat_market_share': 0.0}",119.6470588235294,123.3529411764706,73.70237381070166,0.3456805982069073,73.93655684775673,0.3107002822455092,-0.23418303705507526,False,0.11764705882352941,0.06878568659941559,0.00182697622819297,-78.18518518518519,-0.6601584553327444
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × QwQ-32B-Preview (scratchpad with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),QwQ-32B-Preview (scratchpad with freeze values),ec_w0_56,EC · w = 0.56,4,20,"{'count': 2, 'aggregation_bi': 73.13557277179484, 'market_bi': 73.53056340958506, 'aggregation_minus_market_bi': -0.39499063779021526, 'beat_market_share': 0.0}","{'count': 2, 'aggregation_bi': 72.35645957092981, 'market_bi': 72.66366697309391, 'aggregation_minus_market_bi': -0.3072074021640958, 'beat_market_share': 0.5}",93.25,85.75,72.74601617136233,0.44986743572345883,73.09711519133948,0.5770371107361829,-0.35109901997715554,False,0.25,0.08530747771447353,0.004088991292282098,-32.875,-0.5956305288816022
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × QwQ-32B-Preview (scratchpad with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),QwQ-32B-Preview (scratchpad with freeze values),log_odds_mean,Log-odds Mean,4,20,"{'count': 2, 'aggregation_bi': 73.06477432956436, 'market_bi': 73.53056340958506, 'aggregation_minus_market_bi': -0.4657890800206985, 'beat_market_share': 0.0}","{'count': 2, 'aggregation_bi': 72.23293742265366, 'market_bi': 72.66366697309391, 'aggregation_minus_market_bi': -0.4307295504402475, 'beat_market_share': 0.0}",93.25,85.75,72.648855876109,0.4410074985462799,73.09711519133948,0.5770371107361829,-0.44825931523048723,False,0.0,0.08530747771447353,0.004088991292282098,-32.875,-0.5956305288816022
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × QwQ-32B-Preview (scratchpad with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),QwQ-32B-Preview (scratchpad with freeze values),piecewise_odds,Piecewise Odds,4,20,"{'count': 2, 'aggregation_bi': 73.31162432018365, 'market_bi': 73.53056340958506, 'aggregation_minus_market_bi': -0.2189390894014025, 'beat_market_share': 0.0}","{'count': 2, 'aggregation_bi': 72.73478076312216, 'market_bi': 72.66366697309391, 'aggregation_minus_market_bi': 0.07111379002824947, 'beat_market_share': 0.5}",93.25,85.75,73.0232025416529,0.5164470732109108,73.09711519133948,0.5770371107361829,-0.07391264968657651,False,0.25,0.08530747771447353,0.004088991292282098,-32.875,-0.5956305288816022
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × QwQ-32B-Preview (scratchpad with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),QwQ-32B-Preview (scratchpad with freeze values),simple_mean,Simple Mean,4,20,"{'count': 2, 'aggregation_bi': 73.02774105391967, 'market_bi': 73.53056340958506, 'aggregation_minus_market_bi': -0.502822355665387, 'beat_market_share': 0.0}","{'count': 2, 'aggregation_bi': 72.1959395686535, 'market_bi': 72.66366697309391, 'aggregation_minus_market_bi': -0.46772740444041006, 'beat_market_share': 0.0}",93.25,85.75,72.61184031128658,0.4974423921290072,73.09711519133948,0.5770371107361829,-0.48527488005289854,False,0.0,0.08530747771447353,0.004088991292282098,-32.875,-0.5956305288816022
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × QwQ-32B-Preview (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),QwQ-32B-Preview (zero shot with freeze values),ec_w0_56,EC · w = 0.56,1,20,"{'count': 0, 'aggregation_bi': None, 'market_bi': None, 'aggregation_minus_market_bi': None, 'beat_market_share': None}","{'count': 1, 'aggregation_bi': 72.58385136587458, 'market_bi': 72.453889720619, 'aggregation_minus_market_bi': 0.12996164525557674, 'beat_market_share': 1.0}",50.0,51.0,72.58385136587458,0.0,72.453889720619,0.0,0.12996164525557674,True,1.0,0.017568133767060568,0.0033183695999999957,,-0.8954412109823615
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × QwQ-32B-Preview (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),QwQ-32B-Preview (zero shot with freeze values),log_odds_mean,Log-odds Mean,1,20,"{'count': 0, 'aggregation_bi': None, 'market_bi': None, 'aggregation_minus_market_bi': None, 'beat_market_share': None}","{'count': 1, 'aggregation_bi': 72.63009329392534, 'market_bi': 72.453889720619, 'aggregation_minus_market_bi': 0.1762035733063385, 'beat_market_share': 1.0}",50.0,51.0,72.63009329392534,0.0,72.453889720619,0.0,0.1762035733063385,True,1.0,0.017568133767060568,0.0033183695999999957,,-0.8954412109823615
